1000010,2,2,3,5020200,,3,1000251,下鴨神社（賀茂御祖神社）東本殿　西本殿,しもがもじんじゃ（かもみおやじんじゃ）ひがしほんでん　にしほんでん,,,下鴨神社（賀茂御祖神社）にある「流れ造り」の国宝建造物。東西二棟からなり、左に賀茂建角身命、右に玉依媛命を祀る。現存する建物は、文久３年（１８６３）に造替されたもの。,,,,3,京都市左京区下鴨泉川町59,,,可,630,,1700,30,なし,拝観時間は季節によって変更あり,,,sight/photo/mimon01S/S001.bmp
1000011,2,2,3,5020200,,3,1000106,常寂光寺　塔婆（多宝塔）,じょうじゃくこうじ　とうば（たほうとう）,,,常寂光寺にある桃山時代建築の重要文化財建造物。本堂背後の山腹にあり、元和６年（１６２０）、京都町衆によって寄進されたと伝えられる。総高約１２ｍ、内部に釈迦、多宝二仏を安置するため、並尊閣とも呼ばれる。諸堂内部は常時非公開。,,,,,,,,不可,900,,1700,20,,受付終了：16:30,,,sight/photo/mimon01C/C011.bmp
1000012,2,2,3,5020200,,3,1000160,千本釈迦堂（大報恩寺）本堂,せんぼんしゃかどう（だいほうおんじ）ほんどう,,,千本釈迦堂（大報恩寺）にある鎌倉時代初期安貞元年（１２２７年）建築の国宝建造物。鎌倉初期の遺構としては本市に現存する最古のもの。外観は簡素な構造であるが、内部には中陣の天井周りの七宝つなぎなどの装飾がある。常時公開…境内中央,,,,,,,,,,,,,,,,,sight/photo/mimon01C/C072.bmp
1000013,2,2,3,5020200,,3,1000158,大徳寺　山門（三門）,だいとくじ　さんもん,,,"大徳寺にある桃山時代建築の重要文化財建造物。大永６年（１５２６）、連歌師宗長が初層を寄進し、天正１７年（１５８９）に千利休によって上層が完成し金毛閣という。本瓦葺の唐様建築で、禅寺三門のうちでは、東福寺の三門に次いで古い。（金毛閣の名は上層部分をさす）内部は常時非公開（外観は常時拝観可）\n\n\n\n●交通案内：市バス大徳寺前下車　徒歩５分\n\n●駐車場情報：バス20台分　2000円\n\n　　　　　・自家用車40台分　最初2時間500円以後30分毎100円　　　　　　　　　　　　　　PM8:00～AM8:00　一時間毎100円",,,,,京都市北区紫野大徳寺町,075-491-0019,075-491-0016,,,,,,,,,,sight/photo/mimon01D/D063.bmp
1000014,2,2,3,5020200,,3,1000150,大覚寺　宸殿,だいかくじ　しんでん,,,"大覚寺にある江戸時代建築の重要文化財建造物。延宝年間（1673～1681）後水尾天皇より下賜された。内部は４室あり、その襖絵から「牡丹の間」「柳松の間」「紅梅の間」「鶴の間」と名付けられている。特に「牡丹図」と「紅白梅図」は、狩野山楽による桃山金碧画の代表的作品である。\n\n\n\nホームページ　https://www.daikakuji.or.jp/",,,,,,,,,900,,1700,,,受付終了16:30,"大人　500円\n\n子人　300円（小・中・高）",,sight/photo/mimon01D/D021.bmp
1000015,2,2,3,5020200,,3,1000166,知恩院　大方丈,ちおんいん　おおほうじょう,,,寛永18（1641）年の建築、洛中随一の名書院。正面約35メートル、側面約25メートルという広さと二条城と同様の書院造の形式を備え、徳川将軍家御登嶺の際には座所として用いられました。54畳敷の鶴の間を中心に、上段の間、中段の間、下段の間や菊の間など12の部屋から成り、狩野派の豪華な金壁の襖絵で装飾されています。（重要文化財）,,,,,東山区林下町400,,,,,,,,,非公開,,必要,sight/photo/mimon01D/D093.bmp
1000016,2,2,3,5020200,,3,1000166,知恩院　小方丈,ちおんいん　こほうじょう,,,寛永18（1641）年徳川家光により再建。大方丈の後方から歩廊でつながっており、上段の間、下段の間、雪中山水の間、羅漢の間など7つの部屋から成り立ちます。狩野派による襖絵が有名。各部屋の名前は、襖に描かれた水墨画によってそれぞれ名づけられています。大方丈と比べ水墨画で落ち着いた雰囲気に包まれています（重要文化財）,,,,,東山区林下町400,,,,,,,,,非公開,,必要,sight/photo/mimon01D/D094.bmp
1000017,2,2,3,5020200,,3,1000236,東福寺　三門,とうふくじ　さんもん,国宝　三門,こくほう　さんもん,"東福寺にある室町時代建築の国宝建造物。禅宗様（唐様）、和様、大仏様（天竺様）の建築様式を取り入れており、禅宗寺院としては最古最大最優の国宝である。楼上からは洛南一帯を一望できる。特別公開（現在は３／１４、１５、１６、涅槃会に公開。）門は、五間三戸、二階二重門、入母屋造、本瓦葺、左右に階上へ行くための階段を覆う山廊をもつ。棟高は22ｍ余、階上には壮麗な極彩色の世界がひらかれています。楼上内部は、二本の柱があるほかは広々として、須弥壇上に宝冠釈迦如来、十六羅漢像が安置されている。中世建築では珍しい一面の極彩色が明兆筆で描かれています。\n\n別に、大涅槃図　明兆筆　紙本着色　応永15年（1408）\n\n　　　　　８間×4間　法堂にて3/14～16涅槃会開帳　入場無料\n\n仁王門（重文）南北朝/月華門（重文）鎌倉/六波羅門（重文）鎌倉/愛染堂（重文）室町/開山堂、普門院、（重文）普門院庭園江戸",,,,5,本町15丁目778,075-561-0087,075-533-0621,不可,900,,1600,20,通常非公開,"3/14.15.16日～21日\n\n9:00～16:00\n\n拝観受付終了は15:30","大人（高校生以上）　500円\n\n小人（小・中学生）　300円",,sight/photo/mimon01D/D035.bmp
1000018,2,2,3,5020200,,3,1000236,東福寺　東司,とうふくじ　とうす,,,"東福寺にある室町時代建築の重要文化財建造物。禅堂内で修行する僧が使用する便所。室町時代の建築で、禅宗寺院便所の古い形式を伝えている。百雪隠と言われている。常時非公開\n\n現存最古最大のもの。桁行７間、梁間４間、一重、切妻造本瓦葺。\n\n東側面より内部を見学することは出来ます。",,,,5,本町15丁目778,075-561-0087,075-533-0621,,,,,,,,,,sight/photo/mimon01D/D037.bmp
1000019,2,2,3,5020200,,3,1000236,東福寺　浴室,とうふくじ　よくしつ,,,"東福寺にある室町時代建築の重要文化財建造物。京都最古の浴室建築。土間の奥の左右に腰掛を設け、中央の板敷を洗い場にした蒸し風呂。常時非公開\n\n桁行３間、梁間４間、一重、正面入母屋、背面切妻造、本瓦葺。",,,,5,本町15丁目778,075-561-0087,075-533-0621,,,,,,,,,,sight/photo/mimon01D/D038.bmp
1000021,2,2,3,5020200,,3,1000042,東寺（教王護国寺）　五重塔,とうじ（きょうおうごこくじ）ごじゅうのとう,,,東寺（教王護国寺）にある江戸時代建築の国宝建造物。高さ55ｍの我が国最高の五重塔で、復古的な和様建築である。創建以来しばしば焼失したが、寛永21年（1644）に徳川家光が、古製に則り再建したもの。特別公開（毎年正月1日～5日）。,,,,,,,,塔内不可,,,,,,,,,sight/photo/mimon01D/D003.bmp
1000022,2,2,3,5020200,,3,1000042,東寺（教王護国寺）　講堂,とうじ（きょうおうごこくじ）こうどう,,,東寺（教王護国寺）にある室町時代建築の重要文化財建造物。天長２年（８２５）、真言密教の根本道場として創建されたが、文明１８年（１４８６）に焼失したため、延徳３年（１４９１）再建された。内部は、弘法大師の密厳浄土の世界を立体曼荼羅によって表現している。常時公開。,,,,,,,,堂内不可,,,,,,,,,sight/photo/mimon01D/D004.bmp
1000023,2,2,3,5020200,,3,1000042,東寺（教王護国寺）　灌頂院,とうじ（きょうおうごこくじ）　かんじょういん,,,東寺（教王護国寺）にある江戸時代建築の重要文化財建造物。弘法大師が修行した唐の青龍寺にならい、密教教義上から重要な道場として、承和１０年（８４３）頃、実恵によって建立された。灌頂道場としては最大規模のもの。内部は正堂（北部）と礼堂（南部）と、それらをつなぐ「相の間」からなり、このような形を「双堂」という。非公開。,,,,,,,,,,,,,,,非公開,,sight/photo/mimon01D/D006.bmp
1000024,2,2,3,5020200,,3,1000186,南禅寺　三門,なんぜんじ　さんもん,,,南禅寺にある江戸時代建築の重要文化財建造物。寛永5年（1628）、藤堂高虎が大坂夏の陣で戦死した家臣の菩提を弔うため寄進したと伝えられる。下層を天下龍門といい、上層を五鳳楼という。歌舞伎の「楼門五三桐」で、石川五右衛門が「絶景かな」と見得を切ることで有名になった。常時公開。,,,,,,,,不可,,,,20,12月28日～12月31日,"3月～11月8：40～17：00\n\n（受付終了16：40）\n\n12月～2月8：40～16：30\n\n（受付終了16：10）","　　　　　個人　団体(30人以上)\n\n大人　　　500円　400円\n\n高校生　　400円　350円\n\n小・中生　300円　250円",,sight/photo/mimon01D/D043.bmp
1000025,2,2,3,5020200,,3,1000186,南禅寺　方丈,なんぜんじ　ほうじょう,,,"南禅寺にある桃山時代建築の国宝建造物。大方丈と小方丈からなる。大方丈は、慶長１６年（１６１１）、京都御所にあった女院御所の御対面御殿を賜ったものと伝えられる。小方丈は「虎の間」と呼ばれる三室からなり、狩野探幽の作と伝えられる「水呑みの虎図」が名高い。常時公開\n\n\n\n●交通案内：地下鉄東西線　蹴上下車\n\n　　　　　　市バス南禅寺・永観堂道前下車\n\n●駐車場情報：バス15台分　２時間　3000円\n\n　　　　　　　乗用車　2時間　1,000円　　　",,,,,京都市左京区南禅寺福地町,,,可,840,,1700,,"12月28日～12月31日\n\n","3月～11月8：40～17：00\n\n（受付終了：16:40）\n\n12月～2月8：40～16：30\n\n（受付終了16:10）","方丈庭園\n\n　　　　個人　　団体\n\n大人　　500円　400円\n\n高校生　400円　350円\n\n小学生　300円　250円\n\n30人以上団体割引",,sight/photo/mimon01D/D044.bmp
1000026,2,2,3,5020200,,3,2000001,二条城　二の丸御殿唐門,にじょうじょう　にのまるごてんからもん,,,"二条城にある重要文化財建造物。二の丸御殿の正門。四脚門で、屋根は桧皮葺。冠木や梁の上に「牡丹に蝶」「龍虎」「亀に乗る仙人」「牡丹に唐獅子」などの極彩色の彫刻をはめ込んでいる。常時公開\n\n",,,,,,,,,,,,,,,,,sight/photo/mimon01C/C064.bmp
1000027,2,2,3,5020200,,3,1000189,仁和寺　金堂,にんなじ　こんどう,,,"桃山時代建築の国宝建造物。仁和寺の本尊である阿弥陀三尊を安置する御堂。慶長造営の御所内裏紫宸殿を賜って仏堂としたもので、現存最古の紫宸殿の遺構である。\n\n堂内は四天王像や梵天像も安置され、壁面には浄土図や観音図などが極彩色で描かれている。",,,,,,,,,,,,,,,,,sight/photo/mimon01D/D014.bmp
1000028,2,2,3,5020200,,3,1000189,仁和寺　五重塔,にんなじ　ごじゅうのとう,,,仁和寺にある江戸時代建築の重要文化財建造物。寛永21（1644）完成。高さ約３６ｍ。東寺の五重塔と同じく、上層から下層にかけて各層の幅にあまり差が見られない姿が特徴的で、寛永期を代表する塔。「御室桜」と共に仁和寺のシンボルとなっている。,,,,,,,,,,,,,,,,,sight/photo/mimon01D/D011.bmp
1000029,2,2,3,5020200,,3,1000189,仁和寺　二王門,にんなじ　におうもん,,,仁和寺にある江戸時代建築の重要文化財建造物。正保元年（１６４４）頃完成。純和様で作られていることが特色で、王朝時代に創建された当寺の二王門にふさわしい復古的な気風が漂う。,,,,,,,,,,,,,,,,,sight/photo/mimon01D/D010.bmp
1000030,2,2,3,5020200,,3,1000189,仁和寺　御影堂,にんなじ　みえどう,,,"仁和寺にある桃山時代建築の重要文化財建造物。慶長造営の清涼殿の古材の一部を再利用して仏堂としたもの。\n\n内部には、弘法大師像、宇多法皇像、仁和寺第2世性信親王像を安置する。毎月21日には、宗祖弘法大師の遺徳を偲ぶ法要（御影供）が執り行われる。",,,,,,,,,,,,,,,,,sight/photo/mimon01D/D012.bmp
1000031,2,2,3,5020200,,3,1000114,本願寺　唐門,ほんがんじ　からもん,,,西本願寺にある桃山文化を代表する国宝建造物。北小路通に面して建つ四脚門で、勅使門ともいう。桃山時代の代表的な唐門の一つで、建築細部の彫刻を眺めていると日の暮れるのも忘れるといわれ、「日暮門」とも呼ばれる。,,,,,,,,,,,,,無休,"自由拝観\n\n",規定額なし（懇志）,予約不要,sight/photo/mimon01C/C089.bmp
1000032,2,2,3,5020200,,3,1000114,本願寺　御影堂,ほんがんじ　ごえいどう,,,"西本願寺にある江戸時代建築の国宝。親鸞聖人の木像（ご真影）が安置されているところから、御影堂と称する。元和3年（1617）の火災で焼失したが、寛永13年（1636）に再建。内部は外陣と内陣に分かれ、外陣は多くの門信徒が参拝できるように、特に広く作られている。高さ29ｍ、東西48ｍ，南北62ｍ\n\n正面に掲げられている「見真」の額は、明治9年（1876年）11月28日に明治天皇より親鸞聖人に贈られた大師号である。\n\n\n\n＊交通案内：京都駅より市バス9.28.75系統「西本願寺前」下車\n\n　駐車場情報：バス約30台分／自家用車約300台分（法要行事等により一部規制されることがあります）\n\n　開門時間：3～4月・9～10月（5:30～17:30）\n\n　　　　　　5～8月　（5:30～18:00）\n\n　　　　　　11～2月 （5:30～17:00）\n\n\n\n\n\n\n\n",,,,,,,,可（エレベーターは阿弥陀堂北側と龍虎殿内にあります）,,,,,無休,,規定なし（懇志）,予約不要,sight/photo/mimon01C/C086.bmp
1000033,2,2,3,5020200,,3,1000198,伏見稲荷大社　本殿,ふしみいなりたいしゃ　ほんでん,,,"伏見稲荷大社の本殿は国の重要文化財建造物。明応８年（１４９９）再興。神社建築としては大型に属し、本殿の棟から前拝への屋根が極めて長い「流造り」と呼ばれる様式である。内拝殿正面の向拝は、元禄期に本殿に付け足されたものであるが、昭和36年本殿前に、内拝殿が建造されたのに伴いこれに付設した。軒下には桃山期の豪華な彫刻が施されている。\n\n\n\n",,,,,,,,,,,,,,,,,sight/photo/mimon01C/C018.bmp
1000034,2,2,3,5020200,,3,1000198,伏見稲荷大社　御茶屋,ふしみいなりたいしゃ　おちゃや,,,"伏見稲荷大社にある御茶屋は、国の重要文化財建造物。江戸時代初期、御所にあった古御殿のひとつで、寛永１８年（１６４１）に、当時、院の非蔵人として仕えていた当社祠官羽倉延次が、後水尾院より賜ったものである。七畳の主室は、床、付書院、違棚を設けた書院造りであるが床柱や漆塗りの框などには数寄屋風の意匠がうかがえる。\n\n（非公開）",,,,,,,,,,,,,,,,,sight/photo/mimon01C/C019.bmp
1000035,2,2,3,5020200,,3,1000237,妙心寺　仏殿,みょうしんじ　ぶつでん,,,"妙心寺にある江戸時代建築の重要文化財建造物。天正１１年（１５８３）建立、文政１０年（１８２７）再建の唐様建築。内部に拈華の釈迦如来坐像と阿難・迦葉両尊者の像を安置する。参拝可…内部には入れません\n\n\n\n（15時閉門）",,,,,,,,,,,,,,,,,sight/photo/mimon01D/D049.bmp
1000036,2,2,3,5020200,,3,1000237,妙心寺　法堂,みょうしんじ　はっとう,,,"妙心寺にある江戸時代建築の重要文化財建造物。明暦3年（1657）建立。住職が法要儀式を行うところで、須弥壇だけを設ける。仏殿より一層大きく、一段と禅宗様（唐様）に徹した造りになっている。内部の鏡天井に狩野探幽筆の雲龍図がある。常時公開。儀式のため、拝観できない場合他の伽藍を案内。\n\n問合せ先：妙心寺　075-461-5226（受付時間9:10～16:40）",,,,,,,,可（要付添）,910,,1640,30,本山行事日は他の伽藍を案内（無休）,"ガイドによる20分おきの案内。\n\n9:10～11:50、12:30、13:00～16:40（11～2月は15:40まで）","　　　　　　一般　団体割引\n\n           　    (30人以上)\n\n高校生以上　500円　450円\n\n中学生　　　300円　270円\n\n小人　　　　100円　100円\n\n※団体引率者無料\n\n※障害者、付添共無料\n\n※上記料金平成16年４月１日より",30名以上は要予約（電話可）,sight/photo/mimon01D/D050.bmp
1000037,2,2,3,5020200,,3,1000237,妙心寺　三門,みょうしんじ　さんもん,,,妙心寺にある桃山時代建築の重要文化財建造物。山門とも記す。慶長４年（１５９９）建立。階下左右に山廊を付した唐様建築で、上層正面は桟唐戸になっており、儀式の時は参拝可。（6月18日　9～10時）,,,,,,,,不可,900,,1000,,6月18日（9時～10時）のみ公開,,,,sight/photo/mimon01D/D047.bmp
1000038,2,2,3,5020200,,3,1000237,妙心寺　勅使門,みょうしんじ　ちょくしもん,,,妙心寺にある桃山時代建築の重要文化財建造物。慶長１５年（１６１０）惣門として建立された、下立売通に面して建つ四脚門。,,,,,,,,,,,,,,,,,sight/photo/mimon01D/D048.bmp
1000039,2,2,3,5020200,,3,1000226,八坂神社　西楼門,やさかじんじゃ　にしろうもん,,,八坂神社にある重要文化財建造物。応仁の乱で焼失後、明応６年（1497）桧皮葺で再建。永禄年間（1558～1570）に瓦葺きに替えた。大正２年（1913）四条通拡張に伴い移動。同時に翼廊を建て現在の姿となった。94年ぶりの大規模な改修工事が平成19年11月30日に竣功した。四条通に西面する門で、美しい姿から八坂神社の象徴の感があり、市民・観光客に親しまれている。門前のさつきの植え込みも有名で、花季には道ゆく人の眼を楽しませている。常時公開,,,,5,京都市東山区祇園町北側125,075-561-6155,075-561-1126,,,,,,,,,,sight/photo/mimon01s/s069.bmp
1000040,2,2,3,5020200,,3,1000226,八坂神社　本殿,やさかじんじゃ　ほんでん,,,"八坂神社にある江戸時代建築の重要文化財建造物。現在の社殿は、承応３年（１６５４）徳川家綱が再建した。祇園造と呼ばれる神社建築の一様式となっている。\n\n平成の大修造営に伴い修復、日本最大級の神社神殿である。平成14年４月15日本殿遷座祭を斎行し、色彩豊かな本殿が竣功した。\n\n\n\n＜交通案内＞\n\n・京阪電車「祇園四条」下車　徒歩５分\n\n・市バス「祇園」下車　徒歩すぐ\n\n・阪急電車「河原町」下車　徒歩10分",,,,5,京都市東山区祇園町北側125,075-561-6155,075-561-1126,殿内不可,900,,1600,,,駐車場　自家用車50台(有料),"本殿特別拝観日（予定）\n\n28年3月12日～3月21日（京都東山花灯路期間中）\n\n（但し3月15日、17日、20日は13:00～16:00）（但し祭典中は拝観不可）\n\n大人　　　　500円\n\n中学生以下　300円",,sight/photo/mimon01s/s070.bmp
1000041,2,2,4,5020200,,3,1000246,平清盛公坐像,たいらのきよもりこうざぞう,,,経巻を手にしたその風姿は平家物語に描かれている清盛の傲慢さは全くなく、仏者としての気品を覚える。一門の武運長久を祈願し、朱の中へ血を点じて写経した頃の太政大臣浄海入道清盛公の像である。,,,,,,,,不可,,,,,,,,,sight/photo/mimon01C/C036.bmp
1000043,2,2,3,5020200,,3,1000056,建仁寺　方丈,けんにんじ　ほうじょう,,,建仁寺にある文明19年(1487年)の重要文化財建造物。法堂北にある大建築である。慶長４年（１５９９）安芸国（広島県）安国寺から移建したものと伝えられる。禅宗方丈の遺構としては古く、内部に当時の建築手法を見る事ができるが、移建の際に手を加えているため、柱などは桃山風になっている。常時公開…方丈、庭園、茶室「東陽坊」他。特別公開未定,,,,,東山区大和大路通四条下る４丁目小松町584番地,,,,1000,,1600,,"4月19、20日は法堂のみ拝観可\n\n6月4、5日\n\n年末12月28日～31日",,"大人500円\n\n中高生300円\n\n子供無料",,sight/photo/mimon01C/C045.bmp
1000044,2,2,3,5020200,,3,1000061,高台寺　開山堂,こうだいじ　かいざんどう,,,高台寺にある桃山時代建築の重要文化財建造物。もとの持仏堂で、方丈の北東にある。秀吉が使用した船の天井と北政所が使っていた御所車の遺材を用いたといわれる天井には、金地に極彩色の四季の草木を描いてある。,,,,,,,,,,,,,,,,,sight/photo/mimon01C/C053.bmp
1000067,2,2,3,5020200,,3,1000033,賀茂別雷神社（上賀茂神社）　細殿,かもわけいかづちじんじゃ（かみがもじんじゃ）　ほそどの,,,賀茂別雷神社（上賀茂神社）にある寛永5年（1628）造替の重要文化財建造物。細殿前には、御神体山の神山をかたちどった二つの円錐形の立砂（盛砂）がある。,,,,,,,,,,,,,,,,,sight/photo/mimon01D/D062.bmp
1000045,2,2,3,5020200,,3,1000061,高台寺　霊屋,こうだいじ　おたまや,,,高台寺にある桃山時代建築の重要文化財建造物。開山堂から臥龍廊と呼ばれる長い廊下を経て東の山腹に位置する。小さな建物ではあるが、朱塗りや黒塗りの柱には、彩色を施し、飾り金具をちりばめてある。左右の厨子には秀吉と北政所の座像を安置し、床下は北政所の墓所となっている。須弥壇や厨子には華麗な蒔絵が施され、世に高台寺蒔絵と称され、桃山時代の漆工芸美術の粋を集めている。,,,,,,,,,,,,,,,,,sight/photo/mimon01C/C050.bmp
1000046,2,2,3,5020200,,3,1000061,高台寺　傘亭,こうだいじ　かさてい,,,高台寺にある桃山時代建築の重要文化財建造物。霊屋より東の山の上に位置する茶室。その南側にあるもうひとつの茶室、時雨亭とは土間廊下でつながっている。内部には天井がなく、屋根裏がカラカサを開けたように見えることから、傘亭と呼ばれている。時雨亭とともに伏見城から移されたといわれている。,,,,,,,,,,,,,,,,,sight/photo/mimon01C/C052.bmp
1000047,2,2,3,5020200,,3,1000061,高台寺　時雨亭,こうだいじ　しぐれてい,,,高台寺にある桃山時代建築の重要文化財建造物。霊屋より東の山の上に位置する茶室。その北側にある、もうひとつの茶室、傘亭とは土間廊下でつながっている。二階建で、開け放った階上からは、西南方面を眺望できる。傘亭とともに伏見城から移されたといわれている。,,,,,,,,,,,,,,,,,sight/photo/mimon01C/C051.bmp
